;;;TOTAL;Trail La Capitana 250;Sonrisa de Rafa 500;Trail Álora 1000;Sierra Blaca 1000;Sierra Elvira 1000;Sierra Morena 250;Lújar 250;Montellano 500;Dúrcal 500;Ubrique 250;Jubrique 250;Mágina 250;Pinsapo 500;Los Tajos 1000;Ruta agua 1000;Casares 250;Camp Esp Trail 2000;Cam Esp CxM 2000;Alpandeire 250;Zegama 2000;Igualeja 250;La Sagra 1000;Calar alto 250;Coripe 250;Zenete 250;OCC 2000;CCC 2000;Guajares 500;Gador Dalias 500;Benemerita 500;Cazorla Trails 1000;Chamizo 250;Macael 1000;Pamital 250;Almijara 500;Abades 1000;Jarapalos 2000;Faraján 500;;;;;;
ABSOLUTO MASCULINO
31;Beatriz;Contreras Carmona;375;0;0;0;0;0;0;125;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
32;Pilar;Doblas Naranjo;375;0;0;0;0;0;0;0;0;0;0;0;0;375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
33;Paqui;Caballero;360;0;60;0;0;0;125;0;0;0;0;0;0;0;25;150;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
34;Natalia;Peral Martinez;360;0;0;0;350;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
35;Carmen;Boquete Pumar;350;0;0;0;0;0;0;0;0;0;0;150;0;100;0;0;0;0;0;100;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
36;Cristina;Malfeito Perez;337;0;0;0;300;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
37;Maria Nieves;Sanchez Ruiz;337;0;0;0;250;0;0;0;0;0;50;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
38;Evelin;Ortigosa Perez;334;0;0;0;0;22;0;87;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;;;;;;;;;;;;;;;;;
39;Patricia;Sachez Portales;300;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
40;Angela;Avila Alche;300;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
41;Belinda;Ortiz Ruiz;295;0;0;0;0;75;0;0;0;200;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
42;Silvia;Izquierdo Zambruno;275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;75;0;0;0;;;;;;;;;;;;;;;;;
43;Paqui;Gomez Tirado;264;0;7;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;7;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
44;Silvia;Marfil;250;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
45;Maria ;Bravo Zuñiga;250;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
46;Carmen;Campaña Guerrero;250;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
47;Laura;Benitez Jimenez;250;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
48;Lucia;Toledo Torres;250;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;50;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
49;Jurgita;Zolbiene;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;;;;;;;;;;;;;;;;;
50;Ikram ;Rharsalla;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;;;;;;;;;;;;;;;;;
51;Charo;Sanchez Jimenez;243;0;75;0;0;20;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;20;13;0;100;0;0;;;;;;;;;;;;;;;;;
52;Rafaela;Roman Del Rio;238;0;0;0;0;0;0;0;0;0;0;0;0;175;0;0;0;0;0;0;0;63;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
53;Silvia;Fernandez Serrano;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;75;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
54;Inmaculada;Herrera Aranda;210;0;0;200;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
55;Marta;Quiñones;200;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
56;Michiko ;Nishihara;200;0;0;0;0;25;0;0;0;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
57;Jamie;Carabini;200;13;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;;;;;;;;;;;;;;;;;
58;Yolanda;Quiros Jimenez;186;0;0;0;0;19;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;;;;;;;;;;;;;;;;;
59;Amalia;Campos Peinado;185;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
60;Inmaculada;Mellado Calderon;185;0;0;0;0;0;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
61;Cristina;Garcia Baeza;185;0;0;0;0;0;0;0;0;0;0;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
62;Belinda;Jimenez Sutil;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185;0;0;0;;;;;;;;;;;;;;;;;
63;Ana;Garcia Garcia;175;0;0;0;0;0;0;0;100;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
64;Pilar;Pascual Garceran;175;0;0;0;0;0;0;0;0;0;0;0;100;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
65;Maria Judit;Martin Gonzalez;172;0;0;22;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
66;Maria Carmen;Fernandez Barea;162;0;0;0;0;0;0;37;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
67;Rocio;Alcochel Puyol;153;0;0;0;0;21;0;100;0;0;0;0;0;0;10;0;0;0;0;0;0;0;22;0;0;0;0;0;;;;;;;;;;;;;;;;;
68;Margarita;Torres Alcaide;150;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
69;Veronica;De Miguel Luken;150;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
70;Divina;Corrales Garcia;150;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
71;Mar;Araque Gonzalez;150;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
72;Sonia;Mesa Cabrera;150;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
73;Elisabet;Mendoza Salguero;150;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
74;Belen;Gonzalez Garcia;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
75;Maria Victoria;Soler Jimenez;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;;;;;;;;;;;;;;;;;
76;Susana;Guillen Cabeza;148;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;63;0;0;;;;;;;;;;;;;;;;;
77;Raquel;Villalba Rodriguez;142;0;125;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
78;Remedios;Perez Lovera;138;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;;;;;;;;;;;;;;;;;
79;Anabel;Rodriguez Sena;135;0;0;0;0;0;0;0;0;0;100;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
80;Miriam;Varon Moreno;135;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;125;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
81;Lola;Garcia Jimenez;127;0;0;0;0;0;0;5;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;;;;;;;;;;;;;;;;;
82;Maria Dolores;Pozo Lazaro;125;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
83;Maria del Pilar;Garcia Bidon;125;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
84;Manar;Benkalifa;125;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
85;Veronica;Mena Fajardo;125;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
86;Nieves;Lopez Sibaja;125;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
87;Inmaculada;Jimenez Gila;125;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
88;Miriam;Garcia Vallejo;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
89;Isabel;Acevedo Garcia;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
90;Toñi;Peñalver Bellesteros;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;;;;;;;;;;;;;;;;;
91;Carmen;Carrasco Correa;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;;;;;;;;;;;;;;;;;
92;Lourdes;Aragon;110;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;87;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
93;Maria Jose;Recio Berral;110;0;0;0;0;0;0;0;0;0;0;25;0;0;10;0;0;0;0;0;0;0;0;0;0;75;0;0;;;;;;;;;;;;;;;;;
94;Maria Jose;Trujillo Perez;109;0;0;100;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
95;Maria Angela;Diaz Terrones;108;0;0;0;0;0;0;8;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;;;;;;;;;;;;;;;;;
96;Maria;Mulero Sobrado;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
97;Ana;Bravo;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
98;Maria;Garcia Perez;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
99;Mercedes;Navas Castillo;100;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
100;Macarena;Fernandez Saavedra;100;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
101;Sonia;Luque Espejo;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
102;Paqui;Peinado Garcia;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;;;;;;;;;;;;;;;;
103;Veronica;Garcia Doblado;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;;;;;;;;;;;;;;;;;
104;Maria Angelina;Cardoso;87;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
105;Maria Jose;Caballero Herrera;87;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
106;Raquel;Galisteo Perez;87;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
107;Patricia;Diaz Jimenez;87;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
108;Guadalupe;Galiano Rodriguez;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
109;Alicia;Espinar Marin;87;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
110;Gabriela;Aramayo;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
111;Cristina;Rodriguez Diez;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;;;;;;;;;;;;;;;;;
112;Pilar;Rodriguez Reyes;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;;;;;;;;;;;;;;;;;
113;Idalia;Salvatierra;85;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;75;0;0;0;0;0;;;;;;;;;;;;;;;;;
114;Maria Jose;Ramirez Torres;83;0;8;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
115;Sonia Isabel;Guerrero Jimenez;83;0;0;0;0;10;0;13;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
116;Maria Luisa;Rascon Campos;83;0;0;0;0;10;0;63;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
117;Cintia;Moreno Barroso;83;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;3;0;0;50;0;0;0;;;;;;;;;;;;;;;;;
118;Raquel;Rivera Hernandez;82;0;0;0;0;50;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;15;0;0;0;0;0;;;;;;;;;;;;;;;;;
119;Jessica;Guerra Olmedo;77;0;0;0;0;0;0;50;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;;;;;;;;;;;;;;;;;
120;Blanca Gema;Silva Garcia;75;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
121;Maria Deseada;Montero Garcia;75;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
122;Rosa;Arcos Cordoba;75;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
123;Ana;Sanchez Perea;75;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
124;Azucena;Lopez Solano;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
125;Maribel;Caro De La Rosa;75;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
126;Olga;Sumariva Gonzalez;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
127;Beatriz;Rubio Martinez;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;;;;;;;;;;;;;;;;;
128;Maria del M;Muñoz;70;0;50;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
129;Ana;Gomez Rodriguez;67;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
130;Raquel;Sanchez Luis;65;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
131;Deseada;Baglietto Bernal;63;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
132;Tamara;Galiot Martin;63;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
133;Sara;Alvarez Perez;63;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
134;Estela;Jimenez Jimenez;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
135;Mar;Ollero Aguado;63;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
136;Maria;Bohorquez Moreno;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
137;Beatriz;Gonzalez Muñoz;63;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;13;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
138;Patricia;Vidal Calduch;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;;;;;;;;;;;;;;;;;
139;Raquel;Guillen Bermudez;62;0;0;0;0;0;0;0;14;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;25;0;0;0;;;;;;;;;;;;;;;;;
140;Ana;Soriano Jaramillo;60;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
141;Tamara;Lobato Caceres;60;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
142;Maria Luisa;Corujo Simal;55;0;0;0;0;0;0;0;0;0;0;0;50;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
143;Julia;Macias Recuerda;54;0;0;0;0;0;0;0;35;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
144;Fatima;Obladen;52;0;5;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;8;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
145;Maria;Leon Rivas;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
146;Begoña;Ruiz Gonzalez;50;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
147;Miguela;Cerro Carpio;50;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
148;Aitana;Raya Puerto;50;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
149;Francisca;Aguilera Ramirez;50;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
150;Maria Yolanda;Lopez Galvez;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
151;Maria de los Ange;Martinez Egea;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;;;;;;;;;;;;;;;;;
152;Celia;Martin Lizancos;45;0;0;0;0;0;0;30;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
153;Eva ;Gamez Jimenez;40;0;0;25;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;5;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
154;Cristina;Ocampo Alvarado;37;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
155;Mili;Leal Bey;37;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
156;Nieves;Diaz Galan;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
157;Angela Maria;Reyes De La Torre;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
158;Laura;Rueda Alcalde;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;;;;;;;;;;;;;;;;;
159;Ada Pilar;Galvan Pino;36;2;0;19;0;0;0;0;0;0;0;0;0;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
160;Ana;Sachez Llanes;35;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
161;Paz;Martin Hurtado;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;8;0;0;0;;;;;;;;;;;;;;;;;
162;Patricia;Tello Utrera;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
163;Angela;Gonzalez;30;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
164;Maria Pilar;Roldan Torreño;30;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
165;Rocio;Fernandez;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
166;Rocio;Botella Galindo;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
167;Ana Pilar;Frias Merida;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
168;Mayte;Ramos Lopez;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;;;;;;;;;;;;;;;;;
169;Bibiana;Saez Melin;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;;;;;;;;;;;;;;;;;
170;Dori;Garcia Lopez;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;;;;;;;;;;;;;;;;;
171;Maria Victoria;Hernandez Garcia;29;0;0;21;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
172;Victoria;Barbadillo;26;0;5;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
173;Maite;Mendez;25;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
174;Araceli;Lopez Jimenez;25;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
175;Mercedes;Llavero Torruellas;25;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
176;Elena;Calvente Espin;25;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
177;Alicia;Arroyo Gomez;25;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
178;Dolores;Perez Molero;25;0;0;16;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
179;Ana;Garcia Diaz;25;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
180;Maria Victoria;Ruiz Sena;25;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
181;Zena;Robinson;25;0;0;20;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
182;Juana Maria;Quiros Espinosa;25;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
